파일명,한국어
KETI_SL_0000022215,2
KETI_SL_0000022216,3
KETI_SL_0000022217,4
KETI_SL_0000022218,5
KETI_SL_0000022219,6
KETI_SL_0000022220,7
KETI_SL_0000022221,8
KETI_SL_0000022222,9
KETI_SL_0000022223,10
KETI_SL_0000022224,11
KETI_SL_0000022225,12
KETI_SL_0000022226,13
KETI_SL_0000022227,14
KETI_SL_0000022228,15
KETI_SL_0000022229,16
KETI_SL_0000022230,17
KETI_SL_0000022231,18
KETI_SL_0000022232,19
KETI_SL_0000022233,20
KETI_SL_0000022234,21
KETI_SL_0000022235,22
KETI_SL_0000022236,23
KETI_SL_0000022237,24
KETI_SL_0000022238,25
KETI_SL_0000022239,26
KETI_SL_0000022240,27
KETI_SL_0000022241,28
KETI_SL_0000022242,29
KETI_SL_0000022243,30
KETI_SL_0000022244,31
KETI_SL_0000022245,32
KETI_SL_0000022246,33
KETI_SL_0000022247,34
KETI_SL_0000022248,35
KETI_SL_0000022249,36
KETI_SL_0000022250,37
KETI_SL_0000022251,38
KETI_SL_0000022252,39
KETI_SL_0000022253,40
KETI_SL_0000022254,41
KETI_SL_0000022255,42
KETI_SL_0000022256,43
KETI_SL_0000022257,44
KETI_SL_0000022258,45
KETI_SL_0000022259,46
KETI_SL_0000022260,47
KETI_SL_0000022261,48
KETI_SL_0000022262,49
KETI_SL_0000022263,50
KETI_SL_0000022264,51
KETI_SL_0000022265,52
KETI_SL_0000022266,53
KETI_SL_0000022267,54
KETI_SL_0000022268,55
KETI_SL_0000022269,56
KETI_SL_0000022270,57
KETI_SL_0000022271,58
KETI_SL_0000022272,59
KETI_SL_0000022273,60
KETI_SL_0000022274,61
KETI_SL_0000022275,62
KETI_SL_0000022276,63
KETI_SL_0000022277,64
KETI_SL_0000022278,65
KETI_SL_0000022279,66
KETI_SL_0000022280,67
KETI_SL_0000022281,68
KETI_SL_0000022282,69
KETI_SL_0000022283,70
KETI_SL_0000022284,71
KETI_SL_0000022285,72
KETI_SL_0000022286,73
KETI_SL_0000022287,74
KETI_SL_0000022288,75
KETI_SL_0000022289,76
KETI_SL_0000022290,77
KETI_SL_0000022291,78
KETI_SL_0000022292,79
KETI_SL_0000022293,80
KETI_SL_0000022294,81
KETI_SL_0000022295,82
KETI_SL_0000022296,83
KETI_SL_0000022297,84
KETI_SL_0000022298,85
KETI_SL_0000022299,86
KETI_SL_0000022300,87
KETI_SL_0000022301,88
KETI_SL_0000022302,89
KETI_SL_0000022303,90
KETI_SL_0000022304,91
KETI_SL_0000022305,92
KETI_SL_0000022306,93
KETI_SL_0000022307,94
KETI_SL_0000022308,95
KETI_SL_0000022309,96
KETI_SL_0000022310,97
KETI_SL_0000022311,98
KETI_SL_0000022312,99
KETI_SL_0000022313,100
KETI_SL_0000022314,112
KETI_SL_0000022315,119
KETI_SL_0000022316,1000
KETI_SL_0000022317,10000
KETI_SL_0000022318,가렵다
KETI_SL_0000022319,가스
KETI_SL_0000022320,가슴
KETI_SL_0000022321,가시
KETI_SL_0000022322,각목
KETI_SL_0000022323,갇히다
KETI_SL_0000022324,감금
KETI_SL_0000022325,감전
KETI_SL_0000022326,강
KETI_SL_0000022327,강남구
KETI_SL_0000022328,강동구
KETI_SL_0000022329,강북구
KETI_SL_0000022330,강서구
KETI_SL_0000022331,강풍
KETI_SL_0000022332,개
KETI_SL_0000022333,거실
KETI_SL_0000022334,걸렸다
KETI_SL_0000022335,결박
KETI_SL_0000022336,경운기
KETI_SL_0000022337,경찰
KETI_SL_0000022338,경찰차
KETI_SL_0000022339,계곡
KETI_SL_0000022340,계단
KETI_SL_0000022341,고속도로
KETI_SL_0000022342,고압전선
KETI_SL_0000022343,고열
KETI_SL_0000022344,고장
KETI_SL_0000022345,부러지다
KETI_SL_0000022346,골절
KETI_SL_0000022347,탈골
KETI_SL_0000022348,곰
KETI_SL_0000022349,공사장
KETI_SL_0000022350,공원
KETI_SL_0000022351,놀이터
KETI_SL_0000022352,공장
KETI_SL_0000022353,관악구
KETI_SL_0000022354,광진구
KETI_SL_0000022355,교통사고
KETI_SL_0000022356,구급대
KETI_SL_0000022357,구급대원
KETI_SL_0000022358,구급차
KETI_SL_0000022359,구로구
KETI_SL_0000022360,구청
KETI_SL_0000022361,구해주세요
KETI_SL_0000022362,귀
KETI_SL_0000022363,금가다
KETI_SL_0000022364,금요일
KETI_SL_0000022365,금천구
KETI_SL_0000022366,급류
KETI_SL_0000022367,기절
KETI_SL_0000022368,기절하다
KETI_SL_0000022369,깔리다
KETI_SL_0000022370,끓는물
KETI_SL_0000022371,남자친구
KETI_SL_0000022372,남편
KETI_SL_0000022373,남학생
KETI_SL_0000022374,납치
KETI_SL_0000022375,낫
KETI_SL_0000022376,낯선남자
KETI_SL_0000022377,낯선사람
KETI_SL_0000022378,낯선여자
KETI_SL_0000022379,내년
KETI_SL_0000022380,내일
KETI_SL_0000022381,냄새나다
KETI_SL_0000022382,노원구
KETI_SL_0000022383,논
KETI_SL_0000022384,농약
KETI_SL_0000022385,누나
KETI_SL_0000022386,누수
KETI_SL_0000022387,누전
KETI_SL_0000022388,누출
KETI_SL_0000022389,눈
KETI_SL_0000022390,다리
KETI_SL_0000022391,다음
KETI_SL_0000022392,달(월)
KETI_SL_0000022393,대문앞
KETI_SL_0000022394,도둑
KETI_SL_0000022395,절도
KETI_SL_0000022396,도로
KETI_SL_0000022397,도봉구
KETI_SL_0000022398,독극물
KETI_SL_0000022399,독버섯
KETI_SL_0000022400,독사
KETI_SL_0000022401,동대문구
KETI_SL_0000022402,동생
KETI_SL_0000022403,동작구
KETI_SL_0000022404,동전
KETI_SL_0000022405,두드러기생기다
KETI_SL_0000022406,뒤
KETI_SL_0000022407,뒤통수
KETI_SL_0000022408,등
KETI_SL_0000022409,딸
KETI_SL_0000022410,떨어지다
KETI_SL_0000022411,쓰러지다
KETI_SL_0000022412,뜨거운물
KETI_SL_0000022413,마당
KETI_SL_0000022414,마포구
KETI_SL_0000022415,말려주세요
KETI_SL_0000022416,말벌
KETI_SL_0000022417,맹견
KETI_SL_0000022418,머리
KETI_SL_0000022419,멧돼지
KETI_SL_0000022420,목
KETI_SL_0000022421,목요일
KETI_SL_0000022422,무너지다
KETI_SL_0000022423,붕괴
KETI_SL_0000022424,무릎
KETI_SL_0000022425,문틈
KETI_SL_0000022426,물
KETI_SL_0000022427,밑에
KETI_SL_0000022428,아래
KETI_SL_0000022429,바다
KETI_SL_0000022430,반점생기다
KETI_SL_0000022431,발
KETI_SL_0000022432,발가락
KETI_SL_0000022433,발목
KETI_SL_0000022434,발작
KETI_SL_0000022435,방망이
KETI_SL_0000022436,밭
KETI_SL_0000022437,배
KETI_SL_0000022438,복부
KETI_SL_0000022439,배고프다
KETI_SL_0000022440,뱀
KETI_SL_0000022441,벌
KETI_SL_0000022442,범람
KETI_SL_0000022443,벼락
KETI_SL_0000022444,병원
KETI_SL_0000022445,보건소
KETI_SL_0000022446,보내주세요(경찰)
KETI_SL_0000022447,보내주세요(구급차)
KETI_SL_0000022448,복통
KETI_SL_0000022449,볼
KETI_SL_0000022450,부엌
KETI_SL_0000022451,불
KETI_SL_0000022452,불나다
KETI_SL_0000022453,붕대
KETI_SL_0000022454,비닐하우스
KETI_SL_0000022455,비상약
KETI_SL_0000022456,빌라
KETI_SL_0000022457,뼈
KETI_SL_0000022458,사이
KETI_SL_0000022459,산
KETI_SL_0000022460,살충제
KETI_SL_0000022461,살해
KETI_SL_0000022462,삼키다
KETI_SL_0000022463,서대문구
KETI_SL_0000022464,서랍
KETI_SL_0000022465,서울시
KETI_SL_0000022466,서초구
KETI_SL_0000022467,선반
KETI_SL_0000022468,선생님
KETI_SL_0000022469,성동구
KETI_SL_0000022470,성북구
KETI_SL_0000022471,성폭행
KETI_SL_0000022472,소방관
KETI_SL_0000022473,소방차
KETI_SL_0000022474,소화기
KETI_SL_0000022475,소화전
KETI_SL_0000022476,손
KETI_SL_0000022477,손가락
KETI_SL_0000022478,손목
KETI_SL_0000022479,송파구
KETI_SL_0000022480,수영장
KETI_SL_0000022481,수요일
KETI_SL_0000022482,술취한 사람
KETI_SL_0000022483,숨을안쉬다
KETI_SL_0000022484,시청
KETI_SL_0000022485,신고하세요(경찰)
KETI_SL_0000022486,심장마비
KETI_SL_0000022487,아기
KETI_SL_0000022488,아이들
KETI_SL_0000022489,어린이
KETI_SL_0000022490,아내
KETI_SL_0000022491,아들
KETI_SL_0000022492,아빠
KETI_SL_0000022493,아저씨
KETI_SL_0000022494,아줌마
KETI_SL_0000022495,아파트
KETI_SL_0000022496,인대
KETI_SL_0000022497,안방
KETI_SL_0000022498,알려주세요
KETI_SL_0000022499,앞
KETI_SL_0000022500,앞집
KETI_SL_0000022501,약국
KETI_SL_0000022502,약사
KETI_SL_0000022503,양천구
KETI_SL_0000022504,어깨
KETI_SL_0000022505,어제
KETI_SL_0000022506,어지러움
KETI_SL_0000022507,언니
KETI_SL_0000022508,얼굴
KETI_SL_0000022509,엄마
KETI_SL_0000022510,엘리베이터
KETI_SL_0000022511,여자친구
KETI_SL_0000022512,여학생
KETI_SL_0000022513,연기
KETI_SL_0000022514,연락해주세요
KETI_SL_0000022515,열
KETI_SL_0000022516,열나다
KETI_SL_0000022517,열어주세요
KETI_SL_0000022518,엽총
KETI_SL_0000022519,영등포구
KETI_SL_0000022520,옆집
KETI_SL_0000022521,옆집 아저씨
KETI_SL_0000022522,옆집 할아버지
KETI_SL_0000022523,옆집사람
KETI_SL_0000022524,옆쪽
KETI_SL_0000022525,오늘
KETI_SL_0000022526,오른쪽
KETI_SL_0000022527,오른쪽-귀
KETI_SL_0000022528,오른쪽-눈
KETI_SL_0000022529,오빠
KETI_SL_0000022530,옥상
KETI_SL_0000022531,올해
KETI_SL_0000022532,왼쪽
KETI_SL_0000022533,왼쪽-귀
KETI_SL_0000022534,왼쪽-눈
KETI_SL_0000022535,욕실
KETI_SL_0000022536,용산구
KETI_SL_0000022537,우리집
KETI_SL_0000022538,운동장
KETI_SL_0000022539,월요일
KETI_SL_0000022540,위
KETI_SL_0000022541,위에
KETI_SL_0000022542,위협
KETI_SL_0000022543,윗집
KETI_SL_0000022544,윗집사람
KETI_SL_0000022545,유리
KETI_SL_0000022546,유치원
KETI_SL_0000022547,유치원 버스
KETI_SL_0000022548,은평구
KETI_SL_0000022549,음식물
KETI_SL_0000022550,응급대원
KETI_SL_0000022551,응급처리
KETI_SL_0000022552,의사
KETI_SL_0000022553,이마
KETI_SL_0000022554,이물질
KETI_SL_0000022555,이번
KETI_SL_0000022556,이상한사람
KETI_SL_0000022557,이웃집
KETI_SL_0000022558,일요일
KETI_SL_0000022559,임산부
KETI_SL_0000022560,임신한아내
KETI_SL_0000022561,자동차
KETI_SL_0000022562,자살
KETI_SL_0000022563,자상
KETI_SL_0000022564,작년
KETI_SL_0000022565,작은방
KETI_SL_0000022566,장난감
KETI_SL_0000022567,장단지
KETI_SL_0000022568,절단
KETI_SL_0000022569,제초제
KETI_SL_0000022570,조난
KETI_SL_0000022571,종로구
KETI_SL_0000022572,주
KETI_SL_0000022573,중구
KETI_SL_0000022574,중랑구
KETI_SL_0000022575,지난
KETI_SL_0000022576,지혈대
KETI_SL_0000022577,진통제
KETI_SL_0000022578,질식
KETI_SL_0000022579,집
KETI_SL_0000022580,집단폭행
KETI_SL_0000022581,차밖
KETI_SL_0000022582,차안
KETI_SL_0000022583,창문
KETI_SL_0000022584,창백하다
KETI_SL_0000022585,체온계
KETI_SL_0000022586,총
KETI_SL_0000022587,추락
KETI_SL_0000022588,축사
KETI_SL_0000022589,출산
KETI_SL_0000022590,출혈
KETI_SL_0000022591,피나다
KETI_SL_0000022592,친구
KETI_SL_0000022593,침수
KETI_SL_0000022594,칼
KETI_SL_0000022595,코
KETI_SL_0000022596,택시
KETI_SL_0000022597,토요일
KETI_SL_0000022598,토하다
KETI_SL_0000022599,통학버스
KETI_SL_0000022600,트랙터
KETI_SL_0000022601,트럭
KETI_SL_0000022602,파도
KETI_SL_0000022603,파편
KETI_SL_0000022604,팔
KETI_SL_0000022605,팔꿈치
KETI_SL_0000022606,폭발
KETI_SL_0000022607,폭탄
KETI_SL_0000022608,폭우
KETI_SL_0000022609,폭행
KETI_SL_0000022610,학교
KETI_SL_0000022611,학생
KETI_SL_0000022612,할머니
KETI_SL_0000022613,할아버지
KETI_SL_0000022614,함몰되다
KETI_SL_0000022615,해(연)
KETI_SL_0000022616,해독제
KETI_SL_0000022617,해열제
KETI_SL_0000022618,허리
KETI_SL_0000022619,허벅지
KETI_SL_0000022620,현관
KETI_SL_0000022621,현관앞
KETI_SL_0000022622,협박
KETI_SL_0000022623,형
KETI_SL_0000022624,호흡곤란
KETI_SL_0000022625,호흡기
KETI_SL_0000022626,홍수
KETI_SL_0000022627,화상
KETI_SL_0000022628,화약
KETI_SL_0000022629,화요일
KETI_SL_0000022630,화장실
KETI_SL_0000022631,화재
KETI_SL_0000022632,0
KETI_SL_0000022633,1
KETI_SL_0000022634,2
KETI_SL_0000022635,3
KETI_SL_0000022636,4
KETI_SL_0000022637,5
KETI_SL_0000022638,6
KETI_SL_0000022639,7
KETI_SL_0000022640,8
KETI_SL_0000022641,9
KETI_SL_0000022642,10
KETI_SL_0000022643,11
KETI_SL_0000022644,12
KETI_SL_0000022645,13
KETI_SL_0000022646,14
KETI_SL_0000022647,15
KETI_SL_0000022648,16
KETI_SL_0000022649,17
KETI_SL_0000022650,18
KETI_SL_0000022651,19
KETI_SL_0000022652,20
KETI_SL_0000022653,21
KETI_SL_0000022654,22
KETI_SL_0000022655,23
KETI_SL_0000022656,24
KETI_SL_0000022657,25
KETI_SL_0000022658,26
KETI_SL_0000022659,27
KETI_SL_0000022660,28
KETI_SL_0000022661,29
KETI_SL_0000022662,30
KETI_SL_0000022663,31
KETI_SL_0000022664,32
KETI_SL_0000022665,33
KETI_SL_0000022666,34
KETI_SL_0000022667,35
KETI_SL_0000022668,36
KETI_SL_0000022669,37
KETI_SL_0000022670,38
KETI_SL_0000022671,39
KETI_SL_0000022672,40
KETI_SL_0000022673,41
KETI_SL_0000022674,42
KETI_SL_0000022675,43
KETI_SL_0000022676,44
KETI_SL_0000022677,45
KETI_SL_0000022678,46
KETI_SL_0000022679,47
KETI_SL_0000022680,48
KETI_SL_0000022681,49
KETI_SL_0000022682,50
KETI_SL_0000022683,51
KETI_SL_0000022684,52
KETI_SL_0000022685,53
KETI_SL_0000022686,54
KETI_SL_0000022687,55
KETI_SL_0000022688,56
KETI_SL_0000022689,57
KETI_SL_0000022690,58
KETI_SL_0000022691,59
KETI_SL_0000022692,60
KETI_SL_0000022693,61
KETI_SL_0000022694,62
KETI_SL_0000022695,63
KETI_SL_0000022696,64
KETI_SL_0000022697,65
KETI_SL_0000022698,66
KETI_SL_0000022699,67
KETI_SL_0000022700,68
KETI_SL_0000022701,69
KETI_SL_0000022702,70
KETI_SL_0000022703,71
KETI_SL_0000022704,72
KETI_SL_0000022705,73
KETI_SL_0000022706,74
KETI_SL_0000022707,75
KETI_SL_0000022708,76
KETI_SL_0000022709,77
KETI_SL_0000022710,78
KETI_SL_0000022711,79
KETI_SL_0000022712,80
KETI_SL_0000022713,81
KETI_SL_0000022714,82
KETI_SL_0000022715,83
KETI_SL_0000022716,84
KETI_SL_0000022717,85
KETI_SL_0000022718,86
KETI_SL_0000022719,87
KETI_SL_0000022720,88
KETI_SL_0000022721,89
KETI_SL_0000022722,90
KETI_SL_0000022723,91
KETI_SL_0000022724,92
KETI_SL_0000022725,93
KETI_SL_0000022726,94
KETI_SL_0000022727,95
KETI_SL_0000022728,96
KETI_SL_0000022729,97
KETI_SL_0000022730,98
KETI_SL_0000022731,99
KETI_SL_0000022732,100
KETI_SL_0000022733,112
KETI_SL_0000022734,119
KETI_SL_0000022735,1000
KETI_SL_0000022736,10000
KETI_SL_0000022737,가렵다
KETI_SL_0000022738,가스
KETI_SL_0000022739,가슴
KETI_SL_0000022740,가시
KETI_SL_0000022741,각목
KETI_SL_0000022742,갇히다
KETI_SL_0000022743,감금
KETI_SL_0000022744,감전
KETI_SL_0000022745,강
KETI_SL_0000022746,강남구
KETI_SL_0000022747,강동구
KETI_SL_0000022748,강북구
KETI_SL_0000022749,강서구
KETI_SL_0000022750,강풍
KETI_SL_0000022751,개
KETI_SL_0000022752,거실
KETI_SL_0000022753,걸렸다
KETI_SL_0000022754,결박
KETI_SL_0000022755,경운기
KETI_SL_0000022756,경찰
KETI_SL_0000022757,경찰차
KETI_SL_0000022758,계곡
KETI_SL_0000022759,계단
KETI_SL_0000022760,고속도로
KETI_SL_0000022761,고압전선
KETI_SL_0000022762,고열
KETI_SL_0000022763,고장
KETI_SL_0000022764,부러지다
KETI_SL_0000022765,골절
KETI_SL_0000022766,탈골
KETI_SL_0000022767,곰
KETI_SL_0000022768,공사장
KETI_SL_0000022769,공원
KETI_SL_0000022770,놀이터
KETI_SL_0000022771,공장
KETI_SL_0000022772,관악구
KETI_SL_0000022773,광진구
KETI_SL_0000022774,교통사고
KETI_SL_0000022775,구급대
KETI_SL_0000022776,구급대원
KETI_SL_0000022777,구급차
KETI_SL_0000022778,구로구
KETI_SL_0000022779,구청
KETI_SL_0000022780,구해주세요
KETI_SL_0000022781,귀
KETI_SL_0000022782,금가다
KETI_SL_0000022783,금요일
KETI_SL_0000022784,금천구
KETI_SL_0000022785,급류
KETI_SL_0000022786,기절
KETI_SL_0000022787,기절하다
KETI_SL_0000022788,깔리다
KETI_SL_0000022789,끓는물
KETI_SL_0000022790,남자친구
KETI_SL_0000022791,남편
KETI_SL_0000022792,남학생
KETI_SL_0000022793,납치
KETI_SL_0000022794,낫
KETI_SL_0000022795,낯선남자
KETI_SL_0000022796,낯선사람
KETI_SL_0000022797,낯선여자
KETI_SL_0000022798,내년
KETI_SL_0000022799,내일
KETI_SL_0000022800,냄새나다
KETI_SL_0000022801,노원구
KETI_SL_0000022802,논
KETI_SL_0000022803,농약
KETI_SL_0000022804,누나
KETI_SL_0000022805,누수
KETI_SL_0000022806,누전
KETI_SL_0000022807,누출
KETI_SL_0000022808,눈
KETI_SL_0000022809,다리
KETI_SL_0000022810,다음
KETI_SL_0000022811,달(월)
KETI_SL_0000022812,대문앞
KETI_SL_0000022813,도둑
KETI_SL_0000022814,절도
KETI_SL_0000022815,도로
KETI_SL_0000022816,도봉구
KETI_SL_0000022817,독극물
KETI_SL_0000022818,독버섯
KETI_SL_0000022819,독사
KETI_SL_0000022820,동대문구
KETI_SL_0000022821,동생
KETI_SL_0000022822,동작구
KETI_SL_0000022823,동전
KETI_SL_0000022824,두드러기생기다
KETI_SL_0000022825,뒤
KETI_SL_0000022826,뒤통수
KETI_SL_0000022827,등
KETI_SL_0000022828,딸
KETI_SL_0000022829,떨어지다
KETI_SL_0000022830,쓰러지다
KETI_SL_0000022831,뜨거운물
KETI_SL_0000022832,마당
KETI_SL_0000022833,마포구
KETI_SL_0000022834,말려주세요
KETI_SL_0000022835,말벌
KETI_SL_0000022836,맹견
KETI_SL_0000022837,머리
KETI_SL_0000022838,멧돼지
KETI_SL_0000022839,목
KETI_SL_0000022840,목요일
KETI_SL_0000022841,무너지다
KETI_SL_0000022842,붕괴
KETI_SL_0000022843,무릎
KETI_SL_0000022844,문틈
KETI_SL_0000022845,물
KETI_SL_0000022846,밑에
KETI_SL_0000022847,아래
KETI_SL_0000022848,바다
KETI_SL_0000022849,반점생기다
KETI_SL_0000022850,발
KETI_SL_0000022851,발가락
KETI_SL_0000022852,발목
KETI_SL_0000022853,발작
KETI_SL_0000022854,방망이
KETI_SL_0000022855,밭
KETI_SL_0000022856,배
KETI_SL_0000022857,복부
KETI_SL_0000022858,배고프다
KETI_SL_0000022859,뱀
KETI_SL_0000022860,벌
KETI_SL_0000022861,범람
KETI_SL_0000022862,벼락
KETI_SL_0000022863,병원
KETI_SL_0000022864,보건소
KETI_SL_0000022865,보내주세요(경찰)
KETI_SL_0000022866,보내주세요(구급차)
KETI_SL_0000022867,복통
KETI_SL_0000022868,볼
KETI_SL_0000022869,부엌
KETI_SL_0000022870,불
KETI_SL_0000022871,불나다
KETI_SL_0000022872,붕대
KETI_SL_0000022873,비닐하우스
KETI_SL_0000022874,비상약
KETI_SL_0000022875,빌라
KETI_SL_0000022876,뼈
KETI_SL_0000022877,사이
KETI_SL_0000022878,산
KETI_SL_0000022879,살충제
KETI_SL_0000022880,살해
KETI_SL_0000022881,삼키다
KETI_SL_0000022882,서대문구
KETI_SL_0000022883,서랍
KETI_SL_0000022884,서울시
KETI_SL_0000022885,서초구
KETI_SL_0000022886,선반
KETI_SL_0000022887,선생님
KETI_SL_0000022888,성동구
KETI_SL_0000022889,성북구
KETI_SL_0000022890,성폭행
KETI_SL_0000022891,소방관
KETI_SL_0000022892,소방차
KETI_SL_0000022893,소화기
KETI_SL_0000022894,소화전
KETI_SL_0000022895,손
KETI_SL_0000022896,손가락
KETI_SL_0000022897,손목
KETI_SL_0000022898,송파구
KETI_SL_0000022899,수영장
KETI_SL_0000022900,수요일
KETI_SL_0000022901,술취한 사람
KETI_SL_0000022902,숨을안쉬다
KETI_SL_0000022903,시청
KETI_SL_0000022904,신고하세요(경찰)
KETI_SL_0000022905,심장마비
KETI_SL_0000022906,아기
KETI_SL_0000022907,아이들
KETI_SL_0000022908,어린이
KETI_SL_0000022909,아내
KETI_SL_0000022910,아들
KETI_SL_0000022911,아빠
KETI_SL_0000022912,아저씨
KETI_SL_0000022913,아줌마
KETI_SL_0000022914,아파트
KETI_SL_0000022915,인대
KETI_SL_0000022916,안방
KETI_SL_0000022917,알려주세요
KETI_SL_0000022918,앞
KETI_SL_0000022919,앞집
KETI_SL_0000022920,약국
KETI_SL_0000022921,약사
KETI_SL_0000022922,양천구
KETI_SL_0000022923,어깨
KETI_SL_0000022924,어제
KETI_SL_0000022925,어지러움
KETI_SL_0000022926,언니
KETI_SL_0000022927,얼굴
KETI_SL_0000022928,엄마
KETI_SL_0000022929,엘리베이터
KETI_SL_0000022930,여자친구
KETI_SL_0000022931,여학생
KETI_SL_0000022932,연기
KETI_SL_0000022933,연락해주세요
KETI_SL_0000022934,열
KETI_SL_0000022935,열나다
KETI_SL_0000022936,열어주세요
KETI_SL_0000022937,엽총
KETI_SL_0000022938,영등포구
KETI_SL_0000022939,옆집
KETI_SL_0000022940,옆집 아저씨
KETI_SL_0000022941,옆집 할아버지
KETI_SL_0000022942,옆집사람
KETI_SL_0000022943,옆쪽
KETI_SL_0000022944,오늘
KETI_SL_0000022945,오른쪽
KETI_SL_0000022946,오른쪽-귀
KETI_SL_0000022947,오른쪽-눈
KETI_SL_0000022948,오빠
KETI_SL_0000022949,옥상
KETI_SL_0000022950,올해
KETI_SL_0000022951,왼쪽
KETI_SL_0000022952,왼쪽-귀
KETI_SL_0000022953,왼쪽-눈
KETI_SL_0000022954,욕실
KETI_SL_0000022955,용산구
KETI_SL_0000022956,우리집
KETI_SL_0000022957,운동장
KETI_SL_0000022958,월요일
KETI_SL_0000022959,위
KETI_SL_0000022960,위에
KETI_SL_0000022961,위협
KETI_SL_0000022962,윗집
KETI_SL_0000022963,윗집사람
KETI_SL_0000022964,유리
KETI_SL_0000022965,유치원
KETI_SL_0000022966,유치원 버스
KETI_SL_0000022967,은평구
KETI_SL_0000022968,음식물
KETI_SL_0000022969,응급대원
KETI_SL_0000022970,응급처리
KETI_SL_0000022971,의사
KETI_SL_0000022972,이마
KETI_SL_0000022973,이물질
KETI_SL_0000022974,이번
KETI_SL_0000022975,이상한사람
KETI_SL_0000022976,이웃집
KETI_SL_0000022977,일요일
KETI_SL_0000022978,임산부
KETI_SL_0000022979,임신한아내
KETI_SL_0000022980,자동차
KETI_SL_0000022981,자살
KETI_SL_0000022982,자상
KETI_SL_0000022983,작년
KETI_SL_0000022984,작은방
KETI_SL_0000022985,장난감
KETI_SL_0000022986,장단지
KETI_SL_0000022987,절단
KETI_SL_0000022988,제초제
KETI_SL_0000022989,조난
KETI_SL_0000022990,종로구
KETI_SL_0000022991,주
KETI_SL_0000022992,중구
KETI_SL_0000022993,중랑구
KETI_SL_0000022994,지난
KETI_SL_0000022995,지혈대
KETI_SL_0000022996,진통제
KETI_SL_0000022997,질식
KETI_SL_0000022998,집
KETI_SL_0000022999,집단폭행
KETI_SL_0000023000,차밖
KETI_SL_0000023001,차안
KETI_SL_0000023002,창문
KETI_SL_0000023003,창백하다
KETI_SL_0000023004,체온계
KETI_SL_0000023005,총
KETI_SL_0000023006,추락
KETI_SL_0000023007,축사
KETI_SL_0000023008,출산
KETI_SL_0000023009,출혈
KETI_SL_0000023010,피나다
KETI_SL_0000023011,친구
KETI_SL_0000023012,침수
KETI_SL_0000023013,칼
KETI_SL_0000023014,코
KETI_SL_0000023015,택시
KETI_SL_0000023016,토요일
KETI_SL_0000023017,토하다
KETI_SL_0000023018,통학버스
KETI_SL_0000023019,트랙터
KETI_SL_0000023020,트럭
KETI_SL_0000023021,파도
KETI_SL_0000023022,파편
KETI_SL_0000023023,팔
KETI_SL_0000023024,팔꿈치
KETI_SL_0000023025,폭발
KETI_SL_0000023026,폭탄
KETI_SL_0000023027,폭우
KETI_SL_0000023028,폭행
KETI_SL_0000023029,학교
KETI_SL_0000023030,학생
KETI_SL_0000023031,할머니
KETI_SL_0000023032,할아버지
KETI_SL_0000023033,함몰되다
KETI_SL_0000023034,해(연)
KETI_SL_0000023035,해독제
KETI_SL_0000023036,해열제
KETI_SL_0000023037,허리
KETI_SL_0000023038,허벅지
KETI_SL_0000023039,현관
KETI_SL_0000023040,현관앞
KETI_SL_0000023041,협박
KETI_SL_0000023042,형
KETI_SL_0000023043,호흡곤란
KETI_SL_0000023044,호흡기
KETI_SL_0000023045,홍수
KETI_SL_0000023046,화상
KETI_SL_0000023047,화약
KETI_SL_0000023048,화요일
KETI_SL_0000023049,화장실
KETI_SL_0000023050,화재
KETI_SL_0000023051,0
KETI_SL_0000023052,1
KETI_SL_0000023053,2
KETI_SL_0000023054,3
KETI_SL_0000023055,4
KETI_SL_0000023056,5
KETI_SL_0000023057,6
KETI_SL_0000023058,7
KETI_SL_0000023059,8
KETI_SL_0000023060,9
KETI_SL_0000023061,10
KETI_SL_0000023062,11
KETI_SL_0000023063,12
KETI_SL_0000023064,13
KETI_SL_0000023065,14
KETI_SL_0000023066,15
KETI_SL_0000023067,16
KETI_SL_0000023068,17
KETI_SL_0000023069,18
KETI_SL_0000023070,19
KETI_SL_0000023071,20
KETI_SL_0000023072,21
KETI_SL_0000023073,22
KETI_SL_0000023074,23
KETI_SL_0000023075,24
KETI_SL_0000023076,25
KETI_SL_0000023077,26
KETI_SL_0000023078,27
KETI_SL_0000023079,28
KETI_SL_0000023080,29
KETI_SL_0000023081,30
KETI_SL_0000023082,31
KETI_SL_0000023083,32
KETI_SL_0000023084,33
KETI_SL_0000023085,34
KETI_SL_0000023086,35
KETI_SL_0000023087,36
KETI_SL_0000023088,37
KETI_SL_0000023089,38
KETI_SL_0000023090,39
KETI_SL_0000023091,40
KETI_SL_0000023092,41
KETI_SL_0000023093,42
KETI_SL_0000023094,43
KETI_SL_0000023095,44
KETI_SL_0000023096,45
KETI_SL_0000023097,46
KETI_SL_0000023098,47
KETI_SL_0000023099,48
KETI_SL_0000023100,49
KETI_SL_0000023101,50
KETI_SL_0000023102,51
KETI_SL_0000023103,52
KETI_SL_0000023104,53
KETI_SL_0000023105,54
KETI_SL_0000023106,55
KETI_SL_0000023107,56
KETI_SL_0000023108,57
KETI_SL_0000023109,58
KETI_SL_0000023110,59
KETI_SL_0000023111,60
KETI_SL_0000023112,61
KETI_SL_0000023113,62
KETI_SL_0000023114,63
KETI_SL_0000023115,64
KETI_SL_0000023116,65
KETI_SL_0000023117,66
